n,thresholdModel,thresholdClass,Accuracy,logloss
26,0.05,0.5,0.74468085106383,0.501051944793923
26,0.1,0.5,0.765957446808511,0.432066428186781
26,0.15,0.5,0.765957446808511,0.429852627464147
26,0.2,0.5,0.74468085106383,0.429633262379846
26,0.25,0.5,0.74468085106383,0.429003846298897
26,0.3,0.5,0.74468085106383,0.429003846298897
26,0.35,0.5,0.74468085106383,0.429003846298897
26,0.4,0.5,0.765957446808511,0.425517730036008
26,0.45,0.5,0.765957446808511,0.425517730036008
26,0.5,0.5,0.808510638297872,0.436298993231063
26,0.55,0.5,0.808510638297872,0.439051259402336
26,0.6,0.5,0.808510638297872,0.439051259402336
26,0.65,0.5,0.808510638297872,0.439051259402336
26,0.7,0.5,0.808510638297872,0.439051259402336
26,0.75,0.5,0.808510638297872,0.439051259402336
26,0.8,0.5,0.787234042553192,0.457288079054995
26,0.85,0.5,0.787234042553192,0.457288079054995
26,0.9,0.5,0.787234042553192,0.457288079054995
26,0.95,0.5,0.787234042553192,0.457288079054995
26,1,0.5,0.787234042553192,0.457288079054995
27,0.05,0.5,0.765957446808511,0.429971177349533
27,0.1,0.5,0.765957446808511,0.429117008928783
27,0.15,0.5,0.765957446808511,0.428450059465926
27,0.2,0.5,0.74468085106383,0.428843138234268
27,0.25,0.5,0.74468085106383,0.428843138234268
27,0.3,0.5,0.74468085106383,0.428540777726547
27,0.35,0.5,0.765957446808511,0.428619631315354
27,0.4,0.5,0.787234042553192,0.425779263854511
27,0.45,0.5,0.808510638297872,0.428380171460876
27,0.5,0.5,0.808510638297872,0.439666503475987
27,0.55,0.5,0.808510638297872,0.439666503475987
27,0.6,0.5,0.808510638297872,0.439666503475987
27,0.65,0.5,0.808510638297872,0.439666503475987
27,0.7,0.5,0.808510638297872,0.439666503475987
27,0.75,0.5,0.787234042553192,0.452987625771489
27,0.8,0.5,0.787234042553192,0.452987625771489
27,0.85,0.5,0.74468085106383,0.4744535033926
27,0.9,0.5,0.74468085106383,0.4744535033926
27,0.95,0.5,0.74468085106383,0.4744535033926
27,1,0.5,0.74468085106383,0.4744535033926
28,0.05,0.5,0.74468085106383,0.431804505269622
28,0.1,0.5,0.74468085106383,0.430205443046071
28,0.15,0.5,0.74468085106383,0.430396040467617
28,0.2,0.5,0.74468085106383,0.430325166000658
28,0.25,0.5,0.74468085106383,0.430325166000658
28,0.3,0.5,0.74468085106383,0.430325166000658
28,0.35,0.5,0.765957446808511,0.434797876855593
28,0.4,0.5,0.765957446808511,0.434797876855593
28,0.45,0.5,0.765957446808511,0.434797876855593
28,0.5,0.5,0.808510638297872,0.448035075362286
28,0.55,0.5,0.808510638297872,0.458392943399458
28,0.6,0.5,0.808510638297872,0.458392943399458
28,0.65,0.5,0.74468085106383,0.484986626757072
28,0.7,0.5,0.74468085106383,0.484986626757072
28,0.75,0.5,0.74468085106383,0.484986626757072
28,0.8,0.5,0.74468085106383,0.484986626757072
28,0.85,0.5,0.74468085106383,0.484986626757072
28,0.9,0.5,0.74468085106383,0.484986626757072
28,0.95,0.5,0.74468085106383,0.484986626757072
28,1,0.5,0.74468085106383,0.484986626757072
29,0.05,0.5,0.74468085106383,0.434719173563479
29,0.1,0.5,0.74468085106383,0.434379380013808
29,0.15,0.5,0.74468085106383,0.435032958482392
29,0.2,0.5,0.74468085106383,0.429580632148645
29,0.25,0.5,0.74468085106383,0.429580632148645
29,0.3,0.5,0.74468085106383,0.429580632148645
29,0.35,0.5,0.74468085106383,0.42626850454827
29,0.4,0.5,0.808510638297872,0.42215459236478
29,0.45,0.5,0.808510638297872,0.42215459236478
29,0.5,0.5,0.808510638297872,0.42215459236478
29,0.55,0.5,0.74468085106383,0.444923048070668
29,0.6,0.5,0.74468085106383,0.444923048070668
29,0.65,0.5,0.74468085106383,0.444923048070668
29,0.7,0.5,0.74468085106383,0.461749786787858
29,0.75,0.5,0.74468085106383,0.461749786787858
29,0.8,0.5,0.74468085106383,0.461749786787858
29,0.85,0.5,0.74468085106383,0.461749786787858
29,0.9,0.5,0.74468085106383,0.461749786787858
29,0.95,0.5,0.74468085106383,0.461749786787858
29,1,0.5,0.74468085106383,0.461749786787858
30,0.05,0.5,0.74468085106383,0.431534849042155
30,0.1,0.5,0.74468085106383,0.433751840528898
30,0.15,0.5,0.74468085106383,0.432213898902045
30,0.2,0.5,0.74468085106383,0.428174398829241
30,0.25,0.5,0.74468085106383,0.427983952065742
30,0.3,0.5,0.808510638297872,0.429616482327928
30,0.35,0.5,0.808510638297872,0.429616482327928
30,0.4,0.5,0.808510638297872,0.429616482327928
30,0.45,0.5,0.808510638297872,0.429616482327928
30,0.5,0.5,0.765957446808511,0.429127281133454
30,0.55,0.5,0.765957446808511,0.429127281133454
30,0.6,0.5,0.765957446808511,0.429127281133454
30,0.65,0.5,0.765957446808511,0.429127281133454
30,0.7,0.5,0.765957446808511,0.429127281133454
30,0.75,0.5,0.765957446808511,0.429127281133454
30,0.8,0.5,0.765957446808511,0.444619199062265
30,0.85,0.5,0.765957446808511,0.444619199062265
30,0.9,0.5,0.74468085106383,0.460081461384533
30,0.95,0.5,0.74468085106383,0.460081461384533
30,1,0.5,0.74468085106383,0.460081461384533
31,0.05,0.5,0.723404255319149,0.532900255369527
31,0.1,0.5,0.74468085106383,0.432370405680322
31,0.15,0.5,0.74468085106383,0.433277858177233
31,0.2,0.5,0.74468085106383,0.434063248155762
31,0.25,0.5,0.74468085106383,0.432941634950807
31,0.3,0.5,0.74468085106383,0.432941634950807
31,0.35,0.5,0.808510638297872,0.429105260332798
31,0.4,0.5,0.808510638297872,0.429105260332798
31,0.45,0.5,0.808510638297872,0.429105260332798
31,0.5,0.5,0.808510638297872,0.429105260332798
31,0.55,0.5,0.808510638297872,0.429105260332798
31,0.6,0.5,0.808510638297872,0.439008186870242
31,0.65,0.5,0.808510638297872,0.439008186870242
31,0.7,0.5,0.808510638297872,0.439008186870242
31,0.75,0.5,0.808510638297872,0.439008186870242
31,0.8,0.5,0.787234042553192,0.439878280182514
31,0.85,0.5,0.787234042553192,0.439878280182514
31,0.9,0.5,0.787234042553192,0.439878280182514
31,0.95,0.5,0.787234042553192,0.439878280182514
31,1,0.5,0.765957446808511,0.452294739593464
32,0.05,0.5,0.787234042553192,0.447080577462328
32,0.1,0.5,0.74468085106383,0.430904216745133
32,0.15,0.5,0.74468085106383,0.4302902289871
32,0.2,0.5,0.74468085106383,0.4302902289871
32,0.25,0.5,0.74468085106383,0.433250358674626
32,0.3,0.5,0.808510638297872,0.438032373910135
32,0.35,0.5,0.808510638297872,0.436164959219908
32,0.4,0.5,0.808510638297872,0.436164959219908
32,0.45,0.5,0.787234042553192,0.443801118874845
32,0.5,0.5,0.765957446808511,0.449956562252974
32,0.55,0.5,0.765957446808511,0.456856982100175
32,0.6,0.5,0.765957446808511,0.456856982100175
32,0.65,0.5,0.765957446808511,0.456856982100175
32,0.7,0.5,0.765957446808511,0.456856982100175
32,0.75,0.5,0.765957446808511,0.456856982100175
32,0.8,0.5,0.74468085106383,0.491057978722237
32,0.85,0.5,0.74468085106383,0.491057978722237
32,0.9,0.5,0.74468085106383,0.491057978722237
32,0.95,0.5,0.74468085106383,0.491057978722237
32,1,0.5,0.74468085106383,0.491057978722237
33,0.05,0.5,0.829787234042553,0.443579063681481
33,0.1,0.5,0.765957446808511,0.433424806655944
33,0.15,0.5,0.74468085106383,0.432038393877802
33,0.2,0.5,0.74468085106383,0.431267174052064
33,0.25,0.5,0.74468085106383,0.431267174052064
33,0.3,0.5,0.74468085106383,0.429203140532853
33,0.35,0.5,0.74468085106383,0.429203140532853
33,0.4,0.5,0.787234042553192,0.430278881108057
33,0.45,0.5,0.787234042553192,0.430278881108057
33,0.5,0.5,0.787234042553192,0.430278881108057
33,0.55,0.5,0.787234042553192,0.430278881108057
33,0.6,0.5,0.787234042553192,0.430278881108057
33,0.65,0.5,0.787234042553192,0.430278881108057
33,0.7,0.5,0.765957446808511,0.435872958638285
33,0.75,0.5,0.765957446808511,0.435872958638285
33,0.8,0.5,0.765957446808511,0.443762073987774
33,0.85,0.5,0.74468085106383,0.448163347172087
33,0.9,0.5,0.74468085106383,0.457408602455443
33,0.95,0.5,0.74468085106383,0.457408602455443
33,1,0.5,0.74468085106383,0.484006267557793
34,0.05,0.5,0.808510638297872,0.445262366566675
34,0.1,0.5,0.74468085106383,0.429638761192012
34,0.15,0.5,0.74468085106383,0.429638761192012
34,0.2,0.5,0.74468085106383,0.431532683258776
34,0.25,0.5,0.74468085106383,0.430201161938481
34,0.3,0.5,0.74468085106383,0.437496541019847
34,0.35,0.5,0.74468085106383,0.437496541019847
34,0.4,0.5,0.765957446808511,0.448509868813979
34,0.45,0.5,0.765957446808511,0.448509868813979
34,0.5,0.5,0.765957446808511,0.448509868813979
34,0.55,0.5,0.765957446808511,0.448509868813979
34,0.6,0.5,0.808510638297872,0.465539304494706
34,0.65,0.5,0.808510638297872,0.465539304494706
34,0.7,0.5,0.808510638297872,0.465539304494706
34,0.75,0.5,0.808510638297872,0.465539304494706
34,0.8,0.5,0.808510638297872,0.465539304494706
34,0.85,0.5,0.808510638297872,0.465539304494706
34,0.9,0.5,0.808510638297872,0.465539304494706
34,0.95,0.5,0.808510638297872,0.465539304494706
34,1,0.5,0.808510638297872,0.465539304494706
35,0.05,0.5,0.765957446808511,0.435124722328813
35,0.1,0.5,0.765957446808511,0.434174562731866
35,0.15,0.5,0.765957446808511,0.434006846380317
35,0.2,0.5,0.74468085106383,0.43252394166217
35,0.25,0.5,0.74468085106383,0.43252394166217
35,0.3,0.5,0.74468085106383,0.422643411890558
35,0.35,0.5,0.808510638297872,0.4303309070785
35,0.4,0.5,0.808510638297872,0.4303309070785
35,0.45,0.5,0.808510638297872,0.4303309070785
35,0.5,0.5,0.765957446808511,0.444681923876649
35,0.55,0.5,0.765957446808511,0.444681923876649
35,0.6,0.5,0.74468085106383,0.459960995795617
35,0.65,0.5,0.74468085106383,0.459960995795617
35,0.7,0.5,0.74468085106383,0.459960995795617
35,0.75,0.5,0.74468085106383,0.459960995795617
35,0.8,0.5,0.74468085106383,0.459960995795617
35,0.85,0.5,0.74468085106383,0.459960995795617
35,0.9,0.5,0.74468085106383,0.459960995795617
35,0.95,0.5,0.74468085106383,0.459960995795617
35,1,0.5,0.74468085106383,0.459960995795617
36,0.05,0.5,0.765957446808511,0.431882821252712
36,0.1,0.5,0.765957446808511,0.430030741035107
36,0.15,0.5,0.765957446808511,0.430123683446874
36,0.2,0.5,0.765957446808511,0.432773826676523
36,0.25,0.5,0.74468085106383,0.43243240181396
36,0.3,0.5,0.74468085106383,0.43243240181396
36,0.35,0.5,0.74468085106383,0.43243240181396
36,0.4,0.5,0.74468085106383,0.43243240181396
36,0.45,0.5,0.787234042553192,0.437992532762474
36,0.5,0.5,0.787234042553192,0.437992532762474
36,0.55,0.5,0.765957446808511,0.44871608090207
36,0.6,0.5,0.765957446808511,0.44871608090207
36,0.65,0.5,0.765957446808511,0.44871608090207
36,0.7,0.5,0.765957446808511,0.44871608090207
36,0.75,0.5,0.765957446808511,0.44871608090207
36,0.8,0.5,0.765957446808511,0.44871608090207
36,0.85,0.5,0.765957446808511,0.44871608090207
36,0.9,0.5,0.765957446808511,0.44871608090207
36,0.95,0.5,0.74468085106383,0.460733798421535
36,1,0.5,0.74468085106383,0.460733798421535
37,0.05,0.5,0.765957446808511,0.431956056383068
37,0.1,0.5,0.74468085106383,0.430994121066128
37,0.15,0.5,0.74468085106383,0.430994121066128
37,0.2,0.5,0.74468085106383,0.431523258476138
37,0.25,0.5,0.74468085106383,0.417827193573724
37,0.3,0.5,0.787234042553192,0.438820205233033
37,0.35,0.5,0.787234042553192,0.438820205233033
37,0.4,0.5,0.787234042553192,0.443635036703485
37,0.45,0.5,0.723404255319149,0.456369980481822
37,0.5,0.5,0.723404255319149,0.456369980481822
37,0.55,0.5,0.723404255319149,0.461401326377006
37,0.6,0.5,0.723404255319149,0.461401326377006
37,0.65,0.5,0.723404255319149,0.467242422031434
37,0.7,0.5,0.723404255319149,0.467242422031434
37,0.75,0.5,0.723404255319149,0.467242422031434
37,0.8,0.5,0.723404255319149,0.467242422031434
37,0.85,0.5,0.723404255319149,0.467242422031434
37,0.9,0.5,0.723404255319149,0.467242422031434
37,0.95,0.5,0.723404255319149,0.467242422031434
37,1,0.5,0.723404255319149,0.467242422031434
38,0.05,0.5,0.74468085106383,0.536709099613232
38,0.1,0.5,0.765957446808511,0.431416628683347
38,0.15,0.5,0.765957446808511,0.429505912124016
38,0.2,0.5,0.765957446808511,0.429505912124016
38,0.25,0.5,0.74468085106383,0.427440551068584
38,0.3,0.5,0.74468085106383,0.427440551068584
38,0.35,0.5,0.74468085106383,0.42566784378812
38,0.4,0.5,0.808510638297872,0.421446536851505
38,0.45,0.5,0.808510638297872,0.421446536851505
38,0.5,0.5,0.808510638297872,0.421446536851505
38,0.55,0.5,0.765957446808511,0.449126226400273
38,0.6,0.5,0.765957446808511,0.449126226400273
38,0.65,0.5,0.765957446808511,0.449126226400273
38,0.7,0.5,0.765957446808511,0.449126226400273
38,0.75,0.5,0.765957446808511,0.449126226400273
38,0.8,0.5,0.765957446808511,0.449126226400273
38,0.85,0.5,0.765957446808511,0.449126226400273
38,0.9,0.5,0.765957446808511,0.449126226400273
38,0.95,0.5,0.765957446808511,0.449126226400273
38,1,0.5,0.765957446808511,0.449126226400273
39,0.05,0.5,0.765957446808511,0.432521667817864
39,0.1,0.5,0.765957446808511,0.43409429981148
39,0.15,0.5,0.765957446808511,0.432004785827444
39,0.2,0.5,0.74468085106383,0.432846510543125
39,0.25,0.5,0.787234042553192,0.434127933168705
39,0.3,0.5,0.787234042553192,0.434127933168705
39,0.35,0.5,0.808510638297872,0.436061022505971
39,0.4,0.5,0.787234042553192,0.442275199785688
39,0.45,0.5,0.787234042553192,0.442275199785688
39,0.5,0.5,0.74468085106383,0.460719004462253
39,0.55,0.5,0.74468085106383,0.460719004462253
39,0.6,0.5,0.74468085106383,0.460719004462253
39,0.65,0.5,0.74468085106383,0.460719004462253
39,0.7,0.5,0.74468085106383,0.460719004462253
39,0.75,0.5,0.74468085106383,0.460719004462253
39,0.8,0.5,0.74468085106383,0.460719004462253
39,0.85,0.5,0.74468085106383,0.472542974750413
39,0.9,0.5,0.74468085106383,0.472542974750413
39,0.95,0.5,0.74468085106383,0.472542974750413
39,1,0.5,0.74468085106383,0.472542974750413
40,0.05,0.5,0.808510638297872,0.454971256338329
40,0.1,0.5,0.765957446808511,0.431946534613699
40,0.15,0.5,0.765957446808511,0.432363315269579
40,0.2,0.5,0.765957446808511,0.432670769467535
40,0.25,0.5,0.74468085106383,0.432589046469085
40,0.3,0.5,0.74468085106383,0.429643379106425
40,0.35,0.5,0.74468085106383,0.429643379106425
40,0.4,0.5,0.74468085106383,0.429643379106425
40,0.45,0.5,0.765957446808511,0.432151662386206
40,0.5,0.5,0.787234042553192,0.439005761347244
40,0.55,0.5,0.74468085106383,0.44596979770836
40,0.6,0.5,0.74468085106383,0.44596979770836
40,0.65,0.5,0.74468085106383,0.453563711222162
40,0.7,0.5,0.74468085106383,0.453563711222162
40,0.75,0.5,0.74468085106383,0.456955832237581
40,0.8,0.5,0.74468085106383,0.460549728119681
40,0.85,0.5,0.74468085106383,0.463589005131819
40,0.9,0.5,0.74468085106383,0.468680992631579
40,0.95,0.5,0.74468085106383,0.471909940788175
40,1,0.5,0.74468085106383,0.471909940788175
41,0.05,0.5,0.829787234042553,0.445961632486863
41,0.1,0.5,0.74468085106383,0.432490952223869
41,0.15,0.5,0.74468085106383,0.429197625536734
41,0.2,0.5,0.74468085106383,0.42762352136522
41,0.25,0.5,0.765957446808511,0.422523030378458
41,0.3,0.5,0.808510638297872,0.446885889071634
41,0.35,0.5,0.808510638297872,0.446885889071634
41,0.4,0.5,0.808510638297872,0.446885889071634
41,0.45,0.5,0.808510638297872,0.446885889071634
41,0.5,0.5,0.808510638297872,0.446885889071634
41,0.55,0.5,0.808510638297872,0.446885889071634
41,0.6,0.5,0.808510638297872,0.446885889071634
41,0.65,0.5,0.808510638297872,0.446885889071634
41,0.7,0.5,0.765957446808511,0.468153535750248
41,0.75,0.5,0.765957446808511,0.468153535750248
41,0.8,0.5,0.765957446808511,0.468153535750248
41,0.85,0.5,0.765957446808511,0.468153535750248
41,0.9,0.5,0.765957446808511,0.468153535750248
41,0.95,0.5,0.765957446808511,0.468153535750248
41,1,0.5,0.765957446808511,0.468153535750248
42,0.05,0.5,0.765957446808511,0.434146920418242
42,0.1,0.5,0.74468085106383,0.433792577246084
42,0.15,0.5,0.74468085106383,0.433048476143949
42,0.2,0.5,0.74468085106383,0.433048476143949
42,0.25,0.5,0.74468085106383,0.432021512276045
42,0.3,0.5,0.74468085106383,0.428723343095156
42,0.35,0.5,0.808510638297872,0.428784393415548
42,0.4,0.5,0.808510638297872,0.428784393415548
42,0.45,0.5,0.808510638297872,0.428784393415548
42,0.5,0.5,0.808510638297872,0.428784393415548
42,0.55,0.5,0.808510638297872,0.428784393415548
42,0.6,0.5,0.808510638297872,0.426124322909094
42,0.65,0.5,0.765957446808511,0.427269695634032
42,0.7,0.5,0.765957446808511,0.427269695634032
42,0.75,0.5,0.74468085106383,0.452319358639336
42,0.8,0.5,0.74468085106383,0.452319358639336
42,0.85,0.5,0.74468085106383,0.46576645810457
42,0.9,0.5,0.74468085106383,0.46576645810457
42,0.95,0.5,0.74468085106383,0.46576645810457
42,1,0.5,0.74468085106383,0.46576645810457
43,0.05,0.5,0.787234042553192,0.443844257531178
43,0.1,0.5,0.765957446808511,0.433345574237449
43,0.15,0.5,0.765957446808511,0.434953997332821
43,0.2,0.5,0.74468085106383,0.435246163980953
43,0.25,0.5,0.765957446808511,0.433765960544025
43,0.3,0.5,0.765957446808511,0.433765960544025
43,0.35,0.5,0.765957446808511,0.433765960544025
43,0.4,0.5,0.808510638297872,0.43391274771546
43,0.45,0.5,0.808510638297872,0.43391274771546
43,0.5,0.5,0.808510638297872,0.433206081528143
43,0.55,0.5,0.808510638297872,0.433206081528143
43,0.6,0.5,0.808510638297872,0.418802978096951
43,0.65,0.5,0.808510638297872,0.418802978096951
43,0.7,0.5,0.808510638297872,0.418802978096951
43,0.75,0.5,0.787234042553192,0.437571409409515
43,0.8,0.5,0.74468085106383,0.458550417233852
43,0.85,0.5,0.74468085106383,0.458550417233852
43,0.9,0.5,0.74468085106383,0.458550417233852
43,0.95,0.5,0.74468085106383,0.458550417233852
43,1,0.5,0.74468085106383,0.458550417233852
44,0.05,0.5,0.829787234042553,0.446797328583969
44,0.1,0.5,0.74468085106383,0.438424305484168
44,0.15,0.5,0.74468085106383,0.435719452843168
44,0.2,0.5,0.74468085106383,0.433721579445114
44,0.25,0.5,0.74468085106383,0.43125779702933
44,0.3,0.5,0.74468085106383,0.43125779702933
44,0.35,0.5,0.74468085106383,0.43125779702933
44,0.4,0.5,0.765957446808511,0.429512708160699
44,0.45,0.5,0.808510638297872,0.429423710911809
44,0.5,0.5,0.808510638297872,0.429423710911809
44,0.55,0.5,0.787234042553192,0.445688722201812
44,0.6,0.5,0.787234042553192,0.445688722201812
44,0.65,0.5,0.787234042553192,0.445688722201812
44,0.7,0.5,0.787234042553192,0.445688722201812
44,0.75,0.5,0.74468085106383,0.454431958279829
44,0.8,0.5,0.74468085106383,0.454431958279829
44,0.85,0.5,0.74468085106383,0.454431958279829
44,0.9,0.5,0.74468085106383,0.454431958279829
44,0.95,0.5,0.74468085106383,0.454431958279829
44,1,0.5,0.74468085106383,0.454431958279829
45,0.05,0.5,0.74468085106383,0.437596763907962
45,0.1,0.5,0.74468085106383,0.437615709642172
45,0.15,0.5,0.74468085106383,0.433735335094977
45,0.2,0.5,0.74468085106383,0.428487037264343
45,0.25,0.5,0.74468085106383,0.424997266411175
45,0.3,0.5,0.74468085106383,0.424997266411175
45,0.35,0.5,0.74468085106383,0.424997266411175
45,0.4,0.5,0.74468085106383,0.426440610082129
45,0.45,0.5,0.74468085106383,0.426440610082129
45,0.5,0.5,0.808510638297872,0.426035932338397
45,0.55,0.5,0.808510638297872,0.426035932338397
45,0.6,0.5,0.808510638297872,0.426035932338397
45,0.65,0.5,0.74468085106383,1.40715860192506
45,0.7,0.5,0.74468085106383,1.40715860192506
45,0.75,0.5,0.74468085106383,1.40715860192506
45,0.8,0.5,0.74468085106383,1.40715860192506
45,0.85,0.5,0.74468085106383,1.40715860192506
45,0.9,0.5,0.74468085106383,1.40715860192506
45,0.95,0.5,0.74468085106383,1.40715860192506
45,1,0.5,0.74468085106383,1.40715860192506
46,0.05,0.5,0.723404255319149,0.568482580164874
46,0.1,0.5,0.74468085106383,0.430968789064403
46,0.15,0.5,0.74468085106383,0.430087487902328
46,0.2,0.5,0.74468085106383,0.429078790274326
46,0.25,0.5,0.765957446808511,0.429710328072168
46,0.3,0.5,0.765957446808511,0.429710328072168
46,0.35,0.5,0.765957446808511,0.429710328072168
46,0.4,0.5,0.765957446808511,0.442825927673876
46,0.45,0.5,0.765957446808511,0.442825927673876
46,0.5,0.5,0.765957446808511,0.442825927673876
46,0.55,0.5,0.765957446808511,0.442825927673876
46,0.6,0.5,0.765957446808511,0.442825927673876
46,0.65,0.5,0.765957446808511,0.442825927673876
46,0.7,0.5,0.765957446808511,0.442825927673876
46,0.75,0.5,0.765957446808511,0.442825927673876
46,0.8,0.5,0.765957446808511,0.473870022759885
46,0.85,0.5,0.765957446808511,0.473870022759885
46,0.9,0.5,0.765957446808511,0.473870022759885
46,0.95,0.5,0.765957446808511,0.473870022759885
46,1,0.5,0.765957446808511,0.473870022759885
47,0.05,0.5,0.74468085106383,0.436319821231537
47,0.1,0.5,0.74468085106383,0.430445898586815
47,0.15,0.5,0.74468085106383,0.430445898586815
47,0.2,0.5,0.765957446808511,0.43365379613222
47,0.25,0.5,0.765957446808511,0.43365379613222
47,0.3,0.5,0.765957446808511,0.436722360826128
47,0.35,0.5,0.765957446808511,0.436722360826128
47,0.4,0.5,0.765957446808511,0.436722360826128
47,0.45,0.5,0.787234042553192,0.433715120453711
47,0.5,0.5,0.787234042553192,0.433715120453711
47,0.55,0.5,0.787234042553192,0.433715120453711
47,0.6,0.5,0.787234042553192,0.433715120453711
47,0.65,0.5,0.808510638297872,0.433833247603003
47,0.7,0.5,0.808510638297872,0.433833247603003
47,0.75,0.5,0.808510638297872,0.433833247603003
47,0.8,0.5,0.808510638297872,0.433833247603003
47,0.85,0.5,0.808510638297872,0.433833247603003
47,0.9,0.5,0.765957446808511,0.431104836695153
47,0.95,0.5,0.765957446808511,0.431104836695153
47,1,0.5,0.765957446808511,0.431104836695153
48,0.05,0.5,0.829787234042553,0.450431048220124
48,0.1,0.5,0.74468085106383,0.433533661696112
48,0.15,0.5,0.74468085106383,0.434515049113365
48,0.2,0.5,0.74468085106383,0.434515049113365
48,0.25,0.5,0.74468085106383,0.435837750983169
48,0.3,0.5,0.74468085106383,0.435837750983169
48,0.35,0.5,0.765957446808511,0.439956023479401
48,0.4,0.5,0.74468085106383,0.441459339716961
48,0.45,0.5,0.74468085106383,0.441459339716961
48,0.5,0.5,0.74468085106383,0.441984312514627
48,0.55,0.5,0.74468085106383,0.442694343790956
48,0.6,0.5,0.787234042553192,0.448388088904444
48,0.65,0.5,0.787234042553192,0.448388088904444
48,0.7,0.5,0.787234042553192,0.448388088904444
48,0.75,0.5,0.74468085106383,0.453079248666436
48,0.8,0.5,0.74468085106383,0.453079248666436
48,0.85,0.5,0.74468085106383,0.453079248666436
48,0.9,0.5,0.74468085106383,0.453079248666436
48,0.95,0.5,0.74468085106383,0.453079248666436
48,1,0.5,0.74468085106383,0.453079248666436
49,0.05,0.5,0.765957446808511,0.438296327722702
49,0.1,0.5,0.765957446808511,0.436556526095569
49,0.15,0.5,0.765957446808511,0.433857875438176
49,0.2,0.5,0.74468085106383,0.431851808676423
49,0.25,0.5,0.74468085106383,0.431332289304831
49,0.3,0.5,0.74468085106383,0.431332289304831
49,0.35,0.5,0.808510638297872,0.437783539169075
49,0.4,0.5,0.808510638297872,0.437783539169075
49,0.45,0.5,0.808510638297872,0.437783539169075
49,0.5,0.5,0.808510638297872,0.437783539169075
49,0.55,0.5,0.808510638297872,0.437783539169075
49,0.6,0.5,0.808510638297872,0.434193717881227
49,0.65,0.5,0.808510638297872,0.434193717881227
49,0.7,0.5,0.808510638297872,0.434193717881227
49,0.75,0.5,0.808510638297872,0.434193717881227
49,0.8,0.5,0.808510638297872,0.434193717881227
49,0.85,0.5,0.808510638297872,0.434193717881227
49,0.9,0.5,0.808510638297872,0.434193717881227
49,0.95,0.5,0.808510638297872,0.434193717881227
49,1,0.5,0.808510638297872,0.434193717881227
50,0.05,0.5,0.787234042553192,0.435650694320035
50,0.1,0.5,0.74468085106383,0.436707472514951
50,0.15,0.5,0.74468085106383,0.43691624203086
50,0.2,0.5,0.765957446808511,0.435127107378333
50,0.25,0.5,0.765957446808511,0.435127107378333
50,0.3,0.5,0.765957446808511,0.435127107378333
50,0.35,0.5,0.765957446808511,0.43448317152847
50,0.4,0.5,0.765957446808511,0.43448317152847
50,0.45,0.5,0.765957446808511,0.43448317152847
50,0.5,0.5,0.765957446808511,0.434871561452024
50,0.55,0.5,0.765957446808511,0.434871561452024
50,0.6,0.5,0.765957446808511,0.434871561452024
50,0.65,0.5,0.765957446808511,0.434871561452024
50,0.7,0.5,0.787234042553192,0.431770664571072
50,0.75,0.5,0.787234042553192,0.431770664571072
50,0.8,0.5,0.787234042553192,0.431770664571072
50,0.85,0.5,0.765957446808511,0.470170032079532
50,0.9,0.5,0.765957446808511,0.470170032079532
